314,stuff,もの,7,4,2
315,string,ひも,7,4,2
316,leisure,余韻,7,4,2
317,diet,食事,7,4,2
318,furniture,家具,7,4,2
319,refrigerator,冷蔵庫,7,4,2
320,traffic,交通,7,4,2
321,jam,渋滞,7,4,3
322,sell,を売る,7,1,3
323,pay,を支払う,7,1,3
324,wear,を身に付けている,7,1,3
325,clothes,服,7,4,3
326,marry,と結婚する,7,1,3
327,greet,に挨拶する,7,1,3
328,order,を注文する,7,1,3
329,room,部屋,7,4,3
330,story,階,7,4,3
331,site,用地,7,4,4
332,yard,庭,7,4,4
333,bottom,底,7,4,4
334,line,列,7,4,4
335,row,列,7,4,4
336,background,背景,7,4,4
337,direction,方向,7,4,4
338,art,芸術,7,4,4
339,culture,文化,7,4,4
340,cartoon,漫画,7,4,4
341,novel,小説,7,4,5
342,instrument,楽器,7,4,5
343,tune,曲,7,4,5
344,sentence,文,7,4,5
345,article,記事,7,4,5
346,passage,一節,7,4,5
347,vocabulary,語彙,7,4,5
348,rumor,うわさ,7,4,5
349,spell,をつづる,7,1,5
350,pronounce,を発音する,7,1,5
351,sign,兆候,8,4,1
352,mean,を意味する,8,1,1
353,publish,を出版する,8,1,1
354,display,展示する,8,1,1
355,trust,を信頼する,8,1,1
356,depend,次第である,8,1,1
357,rely,頼る,8,1,1
358,pray,祈る,8,1,1
359,beg,を嘆願する,8,1,1
360,prefer,を好む,8,1,1
361,weep,しくしく泣く,8,1,2
362,hate,を嫌う,8,1,2
363,worry,心配をする,8,1,2
364,anxious,心配して,8,2,2
365,satisfy,を満足させる,8,1,2
366,annoy,をいらだたせる,8,1,2
367,bother,に面倒をかける,8,1,2
368,disturb,に迷惑をかける,8,1,2
369,frighten,をおびえさせる,8,1,2
370,upset,を動揺させる,8,1,2
371,regret,を後悔する,8,1,3
372,favor,親切な行為,8,4,3
373,interest,関心,8,4,3
374,pity,残念なこと,8,4,3
375,due,が原因で,8,3,3
376,reason,理由,8,4,3
377,result,結果,8,4,3
378,effect,効果,8,4,3
379,influence,影響,8,4,3
380,cause,を引き起こす,8,1,3
381,affect,に影響を与える,8,1,4
382,way,方法,8,4,4
383,manner,方法,8,4,4
384,purpose,目的,8,4,4
385,sake,ため,8,4,4
386,right,ちょうど,8,3,4
387,complete,完全な,8,2,4
388,hardly,ほとんど~ない,8,3,4
389,nearly,ほとんど,8,3,4
390,partly,ある程度,8,3,4
391,actually,実は,8,3,5
392,indeed,実際に,8,3,5
393,even,さえも,8,3,5
394,exactly,正確に,8,3,5
395,gradually,徐々に,8,3,5
396,therefore,それゆえに,8,3,5
397,instead,代わりに,8,3,5
398,until,~まで,8,3,5
399,besides,~に加えて,8,3,5
400,except,~を除いて,8,3,5
1001,propose,を提案する,21,1,1
1002,demand,を要求する,21,1,1
1003,desire,願望,21,4,1
1004,dismiss,を退ける,21,1,1
1005,bless,を祝福する,21,1,1
1006,glory,栄光,21,4,1
1007,compliment,褒め言葉,21,4,1
1008,feast,宴会,21,4,1
1009,declare,を宣言する,21,1,1
1010,demonstrate,を示す,21,1,1
1011,highlight,を強調する,21,1,2
1012,imply,を意味する,21,1,2
1013,recite,を暗唱する,21,1,2
1014,ray,光線,21,4,2
1015,radiation,放射線,21,4,2
1016,laboratory,研究室,21,4,2
1017,oxygen,酸素,21,4,2
1018,molecule,分子,21,4,2
1019,compound,化合物,21,4,2
1020,tissue,組織,21,4,2
1021,cell,細胞,21,4,3
1022,gene,遺伝子,21,4,3
1023,solid,固体の,21,2,3
1024,satellite,衛星,21,4,3
1025,orbit,軌道,21,4,3
1026,launch,を打ち上げる,21,1,3
1027,attempt,試み,21,4,3
1028,capacity,能力,21,4,3
1029,capable,力がある,21,2,3
1030,attain,を達成する,21,1,3
1031,desperate,必死の,21,2,4
1032,struggle,苦闘する,21,1,4
1033,dedicate,AをBにささげる,21,1,4
1034,pain,苦痛,21,4,4
1035,strain,負担,21,4,4
1036,remedy,治療法,21,4,4
1037,fatigue,疲労,21,4,4
1038,obesity,肥満,21,4,4
1039,nursing,看護,21,4,4
1040,terminal,末期の,21,2,4
1041,pregnant,妊娠した,21,2,5
1042,heal,を治す,21,1,5
1043,ankle,足首,21,4,5
1044,thumb,親指,21,4,5
1045,forehead,額,21,4,5
1046,chin,下あご,21,4,5
1047,chest,胸,21,4,5
1048,breast,胸,21,4,5
1049,lung,肺,21,4,5
1050,organ,臓器,21,4,5
1051,vision,視力,22,4,1
1052,skeleton,がい骨,22,4,1
1053,sensation,感覚,22,4,1
1054,code,規定,22,4,1
1055,agenda,議題,22,4,1
1056,gender,性,22,4,1
1057,liberty,自由,22,4,1
1058,humanity,人類,22,4,1
1059,mankind,人類,22,4,1
1060,authority,権威,22,4,1
1061,justice,正義,22,4,2
1062,insurance,保険,22,4,2
1063,hardship,苦難,22,4,2
1064,poverty,貧困,22,4,2
1065,chaos,大混乱,22,4,2
1066,isolation,孤立,22,4,2
1067,interaction,交流,22,4,2
1068,region,地域,22,4,2
1069,proof,証拠,22,4,2
1070,principle,原理,22,4,2
1071,origin,起源,22,4,3
1072,setting,環境,22,4,3
1073,monument,記念碑,22,4,3
1074,mission,任務,22,4,3
1075,project,計画,22,4,3
1076,revolution,革命,22,4,3
1077,pension,年金,22,4,3
1078,found,を創立する,22,1,3
1079,contract,契約,22,4,3
1080,negotiate,交渉する,22,1,3
1081,cooperate,協力する,22,1,4
1082,restore,を回復する,22,1,4
1083,conservative,保守的な,22,2,4
1084,affair,情勢,22,4,4
1085,agency,機関,22,4,4
1086,council,議会,22,4,4
1087,kingdom,王国,22,4,4
1088,republic,共和国,22,4,4
1089,empire,帝国,22,4,4
1090,security,安全,22,4,4
1091,aid,援助,22,4,5
1092,reform,改革,22,4,5
1093,mayor,市長,22,4,5
1094,minister,大臣,22,4,5
1095,poll,世論調査,22,4,5
1096,fortune,財産,22,4,5
1097,property,財産,22,4,5
1098,fund,資金,22,4,5
1099,stock,株,22,4,5
1100,bankrupt,倒産した,22,2,5
1101,labor,労働,23,4,1
1102,overwork,働きすぎる,23,1,1
1103,firm,会社,23,4,1
1104,union,労働組合,23,4,1
1105,administration,経営,23,4,1
1106,secretary,秘書,23,4,1
1107,editor,編集長,23,4,1
1108,client,依頼人,23,4,1
1109,colleague,同僚,23,4,1
1110,basis,基礎,23,4,1
1111,element,要素,23,4,2
1112,constitute,を構成する,23,1,2
1113,unify,を統一する,23,1,2
1114,unite,団結する,23,1,2
1115,combine,(A)を(Bと)結び付ける,23,1,2
1116,murder,殺人,23,4,2
1117,arrest,を逮捕する,23,1,2
1118,prison,刑務所,23,4,2
1119,vice,犯罪,23,4,2
1120,witness,目撃者,23,4,2
1121,conflict,対立,23,4,3
1122,bullet,弾丸,23,4,3
1123,wound,傷,23,4,3
1124,triumph,勝利,23,4,3
1125,military,軍事的な,23,2,3
1126,strategy,戦略,23,4,3
1127,conquer,を征服する,23,1,3
1128,defend,を守る,23,1,3
1129,quarrel,口論する,23,1,3
1130,rob,を襲う,23,1,3
1131,deprive,(A)から(Bを)奪う,23,1,4
1132,devastrate,を壊滅させる,23,1,4
1133,hazard,危険,23,4,4
1134,orphan,孤児,23,4,4
1135,infant,幼児,23,4,4
1136,slave,奴隷,23,4,4
1137,acquaintance,知人,23,4,4
1138,merchant,商人,23,4,4
1139,resident,住人,23,4,4
1140,crew,乗組員,23,4,4
1141,commute,通勤する,23,1,5
1142,chase,を追いかける,23,1,5
1143,overtake,を追い越す,23,1,5
1144,fade,薄れる,23,1,5
1145,dissolve,溶ける,23,1,5
1146,float,浮かぶ,23,1,5
1147,sink,沈む,23,1,5
1148,fluctuate,変動する,23,1,5
1149,circulate,循環する,23,1,5
1150,transform,を(大幅に)変える,23,1,5
1151,shift,転換,24,4,1
1152,modify,を修正する,24,1,1
1153,revise,を修正する,24,1,1
1154,vehicle,車両,24,4,1
1155,voyage,航海,24,4,1
1156,confirm,を確認する,24,1,1
1157,ensure,を確実にする,24,1,1
1158,address,に取り組む,24,1,1
1159,approach,取り組み方,24,4,1
1160,resolve,を解決する,24,1,1
1161,settle,を解決する,24,1,2
1162,warn,に警告する,24,1,2
1163,force,に強いる,24,1,2
1164,boost,を促進させる,24,1,2
1165,appeal,訴える,24,1,2
1166,leap,跳ぶ,24,1,2
1167,grab,をつかむ,24,1,2
1168,seize,をつかむ,24,1,2
1169,cast,を投げる,24,1,2
1170,slap,を平手打ちする,24,1,2
1171,stun,を気絶させる,24,1,3
1172,illuminate,を照らす,24,1,3
1173,mend,を修繕する,24,1,3
1174,react,反応する,24,1,3
1175,endure,に耐える,24,1,3
1176,encounter,に偶然会う,24,1,3
1177,neglect,を怠る,24,1,3
1178,undergo,を経験する,24,1,3
1179,trace,を捜し出す,24,1,3
1180,conduct,を行う,24,1,3
1181,emerge,現れる,24,1,4
1182,unfold,展開する,24,1,4
1183,derive,由来する,24,1,4
1184,possess,を所有している,24,1,4
1185,retain,を保持する,24,1,4
1186,secure,を確保する,24,1,4
1187,capture,を捕らえる,24,1,4
1188,inquiry,調査,24,4,4
1189,specialize,専攻する,24,1,4
1190,semester,学期,24,4,4
1191,biology,生物学,24,4,5
1192,ecology,生態,24,4,5
1193,philosophy,哲学,24,4,5
1194,geography,地理,24,4,5
1195,psychology,心理学,24,4,5
1196,institution,機関,24,4,5
1197,dormitory,寮,24,4,5
1198,notion,考え,24,4,5
1199,concept,概念,24,4,5
1200,meditation,瞑想,24,4,5
